CustomerId,Relationship_Strength_Index,Retention_Strength_Score,Retention_Strength_Tier,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,NumOfProducts,Balance,Exited,Churn_Status,Bubble_Size
15803005,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,86568.75,0,Retained Customer,7
15738884,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,157777.58,0,Retained Customer,7
15575623,60,44.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,110635.32,0,Retained Customer,7
15777896,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,83415.04,0,Retained Customer,7
15752912,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15603880,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,114141.64,1,Churned Customer,7
15803337,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,168372.52,0,Retained Customer,7
15664849,60,39.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,65269.23,1,Churned Customer,7
15605424,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,123906.55,0,Retained Customer,7
15654964,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,75801.74,0,Retained Customer,7
15717065,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,105419.73,0,Retained Customer,7
15667934,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,129804.17,0,Retained Customer,7
15636562,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15673907,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15715519,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15604130,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,142319.03,0,Retained Customer,7
15812918,55,42.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,62339.81,0,Retained Customer,14
15647898,45,43.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,130554.51,1,Churned Customer,21
15705379,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15664720,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,122017.19,0,Retained Customer,7
15622507,60,44.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,103499.09,0,Retained Customer,14
15647191,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15736533,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,124053.03,0,Retained Customer,7
15635598,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15698749,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,85897.95,0,Retained Customer,7
15711249,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15766663,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15671987,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,153137.74,0,Retained Customer,7
15784526,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,102016.38,1,Churned Customer,7
15737542,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,103294.56,0,Retained Customer,7
15642063,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,163505.16,0,Retained Customer,7
15646535,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,113226.47,0,Retained Customer,7
15814116,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15748649,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,93183.19,0,Retained Customer,7
15700300,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,131593.85,1,Churned Customer,7
15660528,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15587038,55,37.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
15645820,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15776545,80,47.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,200724.96,1,Churned Customer,7
15789014,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,108909.12,0,Retained Customer,7
15687765,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,80380.24,0,Retained Customer,7
15593694,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15744423,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15646563,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15812766,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,156111.08,0,Retained Customer,7
15802071,65,41.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,117458.51,1,Churned Customer,7
15769548,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,128645.67,0,Retained Customer,7
15577771,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,111524.49,1,Churned Customer,7
15793317,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,141287.15,0,Retained Customer,7
15618703,75,45.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,150200.23,1,Churned Customer,7
15568469,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15607988,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,155303.71,0,Retained Customer,7
15623668,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,154741.45,0,Retained Customer,14
15716276,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,111669.68,0,Retained Customer,7
15768474,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15793825,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15680895,35,44.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15672637,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,85755.86,0,Retained Customer,7
15706464,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,97585.32,0,Retained Customer,14
15567860,75,45.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,189318.16,1,Churned Customer,14
15735572,90,51.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,113657.83,1,Churned Customer,7
15642336,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15724851,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,111589.67,0,Retained Customer,7
15583067,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,97157.96,0,Retained Customer,7
15771856,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15750476,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15787229,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15603565,60,39.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,90778.76,1,Churned Customer,14
15764922,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,187294.46,0,Retained Customer,7
15690898,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,161889.79,0,Retained Customer,7
15660144,40,36.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15696287,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,116520.28,1,Churned Customer,7
15751137,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,169025.83,0,Retained Customer,7
15641733,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,164757.56,0,Retained Customer,7
15728082,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15591035,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15757933,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,102452.71,0,Retained Customer,7
15809800,40,36.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15811742,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15720644,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15796111,75,45.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,145151.4,1,Churned Customer,7
15802106,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,155973.88,0,Retained Customer,7
15570508,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,90218.9,0,Retained Customer,7
15623072,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15692718,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15609987,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,119919.12,0,Retained Customer,7
15735221,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15725906,65,41.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
15689952,50,50.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15768746,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15722473,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15681007,40,41.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,4,128548.49,1,Churned Customer,28
15637857,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15757617,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,134140.68,0,Retained Customer,7
15631756,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,147813.05,0,Retained Customer,14
15677955,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,122088.67,0,Retained Customer,7
15582129,30,37.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,43772.66,1,Churned Customer,21
15796336,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15637315,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15679453,85,49.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,125997.22,1,Churned Customer,7
15602043,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,141788.63,0,Retained Customer,14
15807889,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,108891.7,0,Retained Customer,7
15588535,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15690169,75,45.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,161171.7,1,Churned Customer,14
15777616,60,44.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,113690.83,0,Retained Customer,7
15641860,75,45.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,108760.27,1,Churned Customer,14
15761018,65,41.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,143829.2,1,Churned Customer,14
15576131,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15637977,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,139330.1,0,Retained Customer,7
15598338,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,168560.46,0,Retained Customer,14
15695280,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,142755.25,0,Retained Customer,7
15649033,75,45.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,127723.25,1,Churned Customer,14
15774127,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15604497,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,84386.57,0,Retained Customer,7
15613197,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15570299,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,152622.34,0,Retained Customer,7
15759184,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,117715.84,0,Retained Customer,7
15699225,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15731246,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15679818,75,45.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,136709.35,1,Churned Customer,7
15613427,65,46.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,108797.63,0,Retained Customer,14
15692291,65,41.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,99056.22,1,Churned Customer,14
15711977,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,161533.0,0,Retained Customer,7
15618258,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,158024.38,0,Retained Customer,7
15660871,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,137300.23,0,Retained Customer,7
15791769,60,44.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,116536.43,0,Retained Customer,7
15576680,40,36.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15588019,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,98738.92,0,Retained Customer,7
15583552,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,88902.21,0,Retained Customer,7
15773789,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,96858.35,0,Retained Customer,7
15580579,55,37.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
15595010,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15649101,50,40.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,127847.86,0,Retained Customer,7
15666096,50,50.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15674750,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15791944,50,45.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,175464.85,1,Churned Customer,21
15759387,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,101487.18,1,Churned Customer,7
15696120,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15647295,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15721504,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15638751,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15796787,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,105969.42,0,Retained Customer,7
15705506,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15725002,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15730150,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,120825.7,0,Retained Customer,7
